Node_ID,Title
IEEE_Journal_Solid_State502,an efficient sshi interface with increased input range for piezoelectric energy harvesting under variable conditions
IEEE_Journal_Solid_State503,a 1.0-4.0-gb/s all-digital cdr with 1.0-ps period resolution dco and adaptive proportional gain control
IEEE_Journal_Solid_State504,a low-power fully monolithic subthreshold cmos receiver with integrated lo generation for 2.4 ghz wireless pan applications
IEEE_Journal_Solid_State505,a high-speed 850-nm optical receiver front-end in 0.18-mu m cmos
IEEE_Journal_Solid_State506,a direct-conversion receiver for dvb-h
IEEE_Journal_Solid_State507,a 2.5-ghz low-power, high dynamic range, self-tuned q-enhanced lc filter in soi
IEEE_Journal_Solid_State508,computation sharing programmable fir filter for low-power and high-performance applications
IEEE_Journal_Solid_State509,a 0.8-db nf esd-protected 9-mw cmos lna operating at 1.23 ghz
IEEE_Journal_Solid_State510,a dual-mode 700-msamples/s 6-bit 200-msamples/s 7-bit a/d converter in a 0.25-mu m digital cmos process
IEEE_Journal_Solid_State511,circuit techniques for 1.5-v power supply flash memory
IEEE_Journal_Solid_State512,a 0.25-mw low-pass passive sigma-delta modulator with built-in mixer for a 10-mhz if input
IEEE_Journal_Solid_State513,a 144-mhz fully integrated resonant regulating rectifier with hybrid pulse modulation for mm-sized implants
IEEE_Journal_Solid_State514,multiple-loop design technique for high-performance low-dropout regulator
IEEE_Journal_Solid_State515,a q-modulation technique for efficient inductive power transmission
IEEE_Journal_Solid_State516,design of on-chip gate drivers with power-efficient high-speed level shifting and dynamic timing control for high-voltage synchronous switching power converters
IEEE_Journal_Solid_State517,low-power high-throughput ldpc decoder using non-refresh embedded dram
IEEE_Journal_Solid_State518,a 2.6 mw/gbps 12.5 gbps rx with 8-tap switched-capacitor dfe in 32 nm cmos
IEEE_Journal_Solid_State519,a large sigma v-th/vdd tolerant zigzag 8t sram with area-efficient decoupled differential sensing and fast write-back scheme
IEEE_Journal_Solid_State520,a low-voltage mobility-based frequency reference for crystal-less ulp radios
IEEE_Journal_Solid_State521,2.4-ghz receiver for sensor applications
IEEE_Journal_Solid_State522,a 0.9-v 12-mw 5-msps algorithmic adc with 77-db sfdr
IEEE_Journal_Solid_State523,fully balanced cmos current-mode circuits
IEEE_Journal_Solid_State524,a 170-ghz fully integrated single-chip fmcw imaging radar with 3-d imaging capability
IEEE_Journal_Solid_State525,a front-end asic with receive sub-array beamforming integrated with a 32 x 32 pzt matrix transducer for 3-d transesophageal echocardiography
IEEE_Journal_Solid_State526,a 3 ppm 1.5 x 0.8 mm(2) 1.0 mu a 32.768 khz mems-based oscillator
IEEE_Journal_Solid_State527,a super-pipelined energy efficient subthreshold 240 ms/s fft core in 65 nm cmos
IEEE_Journal_Solid_State528,a 60 pw g(m)c continuous wavelet transform circuit for portable eeg systems
IEEE_Journal_Solid_State529,a micropower delta sigma-based interface asic for a capacitive 3-axis micro-accelerometer
IEEE_Journal_Solid_State530,a bicmos dual-band millimeter-wave frequency synthesizer for automotive radars
IEEE_Journal_Solid_State531,high speed and low energy capacitively driven on-chip wires
IEEE_Journal_Solid_State532,0.4-v logic-library-friendly sram array using rectangular-diffusion cell and delta-boosted-array voltage scheme
IEEE_Journal_Solid_State533,a 90-nm low-power 32-kb embedded sram with gate leakage suppression circuit for mobile applications
IEEE_Journal_Solid_State534,a 1.25-v micropower g(m)-c filter based on fgmos transistors operating in weak inversion
IEEE_Journal_Solid_State535,a 1.4-v 10-bit 25-ms/s pipelined adc using opamp-reset switching technique
IEEE_Journal_Solid_State536,a 4-quadrant cmos analog multiplier for analog neural networks
IEEE_TVLSI1,vibration-to-electric energy conversion
IEEE_TVLSI2,bus-invert coding for low-power i/o
IEEE_TVLSI3,high-throughput ldpc decoders
IEEE_TVLSI4,performance analysis of low-power 1-bit cmos full adder cells
IEEE_TVLSI5,design of low-power high-speed truncation-error-tolerant adder and its application in digital signal processing
IEEE_TVLSI6,analysis and design of a low-voltage low-power double-tail comparator
IEEE_TVLSI7,design of robust, energy-efficient full adders for deep-submicrometer design using hybrid-cmos logic style
IEEE_TVLSI8,near-threshold risc-vcore with dsp extensions for scalable iot endpoint devices
IEEE_TVLSI9,a review of 0.18-mu m full adder performances for tree structured arithmetic circuits
IEEE_TVLSI10,design and optimization of dual-threshold circuits for low-voltage low-power applications
IEEE_TVLSI11,intrinsic mosfet parameter fluctuations due to random dopant placement
IEEE_TVLSI12,architectural power analysis - the dual bit type method
IEEE_TVLSI13,soft digital signal processing
IEEE_TVLSI14,embedded power supply for low-power dsp
IEEE_TVLSI15,low-swing on-chip signaling techniques: effectiveness and robustness
IEEE_TVLSI16,robust subthreshold logic for ultra-low power operation
IEEE_TVLSI17,energy minimization using multiple supply voltages
IEEE_TVLSI18,leakage current reduction in cmos vlsi circuits by input vector control
IEEE_TVLSI19,a high-throughput and power-efficient fpga implementation of yolo cnn for object detection
IEEE_TVLSI20,a coding framework for low-power address and data busses
IEEE_TVLSI21,design of power and area efficient approximate multipliers
IEEE_TVLSI22,minitaur, an event-driven fpga-based spiking network accelerator
IEEE_TVLSI23,a model for battery lifetime analysis for organizing applications on a pocket computer
IEEE_TVLSI24,gate-diffusion input (gdi): a power-efficient method for digital combinatorial circuits
IEEE_TVLSI25,dual-quality 4:2 compressors for utilizing in dynamic accuracy configurable multipliers
IEEE_TVLSI26,design of low-error fixed-width modified booth multiplier
IEEE_TVLSI27,coding for system-on-chip networks: a unified framework
IEEE_TVLSI28,low-power and area-efficient carry select adder
IEEE_TVLSI29,clocked cmos adiabatic logic with integrated single-phase power-clock supply
IEEE_TVLSI30,cmos full-adders for energy-efficient arithmetic applications
IEEE_TVLSI31,high-efficiency multiple-output dc-dc conversion for low-voltage systems
IEEE_TVLSI32,low-power encodings for global communication in cmos vlsi
IEEE_TVLSI33,analysis and comparison on full adder block in submicron technology
IEEE_TVLSI34,energy-efficient subthreshold processor design
IEEE_TVLSI35,low-power network-on-chip for high-performance soc design
IEEE_TVLSI36,statistical analysis of subthreshold leakage current for vlsi circuits
IEEE_TVLSI37,circuit and microarchitectural techniques for reducing cache leakage power
IEEE_TVLSI38,reducing power by optimizing the necessary precision/range of floating-point arithmetic
IEEE_TVLSI39,interests and limitations of technology scaling for subthreshold logic
IEEE_TVLSI40,performance analysis of a low-power high-speed hybrid 1-bit full adder circuit
IEEE_TVLSI41,tsv redundancy: architecture and design issues in 3-d ic
IEEE_TVLSI42,single-ended schmitt-trigger-based robust low-power sram cell
IEEE_TVLSI43,high-performance and low-power conditional discharge flip-flop
IEEE_TVLSI44,discrete-time battery models for system-level low-power design
IEEE_TVLSI45,level conversion for dual-supply systems
IEEE_TVLSI46,the impact of intra-die device parameter variations on path delays and on the design for yield of low voltage digital circuits
IEEE_TVLSI47,power modeling for high-level power estimation
IEEE_TVLSI48,low overhead fault-tolerant fpga systems
IEEE_TVLSI49,energy-efficient noise-tolerant dynamic styles for scaled-down cmos and mtcmos technologies
IEEE_TVLSI50,integrated solar energy harvesting and storage
IEEE_TVLSI51,the design of a micro power management system for applications using photovoltaic cells with the maximum output power control
IEEE_TVLSI52,design-efficient approximate multiplication circuits through partial product perforation
IEEE_TVLSI53,mdc fft/ifft processor with variable length for mimo-ofdm systems
IEEE_TVLSI54,ultra low-power clocking scheme using energy recovery and clock gating
IEEE_TVLSI55,gate oxide leakage current analysis and reduction for vlsi circuits
IEEE_TVLSI56,cmos sensors for on-line thermal monitoring of vlsi circuits
IEEE_TVLSI57,mos current mode circuits: analysis, design, and variability
IEEE_TVLSI58,approximate hybrid high radix encoding for energy-efficient inexact multipliers
IEEE_TVLSI59,a sub-mw, ultra-low-voltage, wideband low-noise amplifier design technique
IEEE_TVLSI60,formalized methodology for data reuse exploration for low-power hierarchical memory mappings
IEEE_TVLSI61,the limit of dynamic voltage scaling and insomniac dynamic voltage scaling
IEEE_TVLSI62,low-power scan design using first-level supply gating
IEEE_TVLSI63,distributed sleep transistor network for power reduction
IEEE_TVLSI64,gate sizing for constrained delay/power/area optimization
IEEE_TVLSI65,duet: an accurate leakage estimation and optimization tool for dual-v-t circuits
IEEE_TVLSI66,low-power and fast full adder by exploring new xor and xnor gates
IEEE_TVLSI67,low-power ecg-based processor for predicting ventricular arrhythmia
IEEE_TVLSI68,enhanced leakage reduction techniques using intermediate strength power gating
IEEE_TVLSI69,10-bit 30-ms/s sar adc using a switchback switching method
IEEE_TVLSI70,power delivery design for 3-d ics using different through-silicon via (tsv) technologies
IEEE_TVLSI71,yield-driven near-threshold sram design
IEEE_TVLSI72,analysis and comparison in the energy-delay-area domain of nanometer cmos flip-flops: part i-methodology and design strategies
IEEE_TVLSI73,fast and wide range voltage conversion in multisupply voltage designs
IEEE_TVLSI74,high performance level conversion for dual v-dd design
IEEE_TVLSI75,radiation-hardened 14t sram bitcell with speed and power optimized for space application
IEEE_TVLSI76,a 3-5 ghz current-reuse g(m)-boosted cg lna for ultrawideband in 130 nm cmos
IEEE_TVLSI77,vlsi implementation of bch error correction for multilevel cell nand flash memory
IEEE_TVLSI78,design and performance evaluation of radiation hardened latches for nanoscale cmos
IEEE_TVLSI79,synthesis of fredkin-toffoli reversible networks
IEEE_TVLSI80,analysis of buck converters for on-chip integration with a dual supply voltage microprocessor
IEEE_TVLSI81,dynamic bit-width adaptation in dct: an approach to trade off image quality and computation energy
IEEE_TVLSI82,design of a cmos broadband transimpedance amplifier with active feedback
IEEE_TVLSI83,static task-scheduling algorithms for battery-prowered dvs systems
IEEE_TVLSI84,low-leakage asymmetric-cell sram
IEEE_TVLSI85,instruction buffering to reduce power in processors for signal processing
IEEE_TVLSI86,low-power clock distribution using multiple voltages and reduced swings
IEEE_TVLSI87,a sub-kt/q voltage reference operating at 150 mv
IEEE_TVLSI88,power-gated 9t sram cell for low-energy operation
IEEE_TVLSI89,a thermal energy harvesting power supply with an internal startup circuit for pacemakers
IEEE_TVLSI90,a forward body-biased low-leakage sram cache: device, circuit and architecture considerations
IEEE_TVLSI91,tosam: an energy-efficient truncation- and rounding-based scalable approximate multiplier
IEEE_TVLSI92,robust hybrid memristor-cmos memory: modeling and design
IEEE_TVLSI93,system-level exploration for pareto-optimal configurations in parameterized system-on-a-chip (december 2002)
IEEE_TVLSI94,ferroelectric fets-based nonvolatile logic-in-memory circuits
IEEE_TVLSI95,tunnel fets for ultra low voltage digital vlsi circuits: part i-device-circuit interaction and evaluation at device level
IEEE_TVLSI96,low-power repeaters driving rc and rlc interconnects with delay and bandwidth constraints
IEEE_TVLSI97,ultralow-power adiabatic circuit semi-custom design
IEEE_TVLSI98,relative timing
IEEE_TVLSI99,cmos current steering logic for low-voltage mixed-signal integrated circuits
IEEE_TVLSI100,crosstalk noise in wdm-based optical networks-on-chip: a formal study and comparison
IEEE_TVLSI101,asic and fpga implementation of the gaussian mixture model algorithm for real-time segmentation of high definition video
IEEE_TVLSI102,low-power memory mapping through reducing address bus activity
IEEE_TVLSI103,power optimization of core-based systems by address bus encoding
IEEE_TVLSI104,a robust self-calibrating transmission scheme for on-chip networks
IEEE_TVLSI105,data encoding techniques for reducing energy consumption in network-on-chip
IEEE_TVLSI106,low-power instruction bus encoding for embedded processors
IEEE_TVLSI107,information-theoretic bounds on average signal transition activity
IEEE_TVLSI108,a dictionary-based en/decoding scheme for low-power data buses
IEEE_TVLSI109,high-level synthesis for low power based on network flow method
IEEE_TVLSI110,effects of simultaneous switching noise on the tapered buffer design
IEEE_TVLSI111,novel video memory reduces 45% of bitline power using majority logic and data-bit reordering
IEEE_TVLSI112,an enhancement of crosstalk avoidance code based on fibonacci numeral system for through silicon vias
IEEE_TVLSI113,narrow bus encoding for low-power dsp systems
IEEE_TVLSI114,power-optimal encoding for a dram address bus
